brand_name,serise_name,score,level,struct,EngineORbattery,SpeedchunkORcharge,type,price,status,url
AC Schnitzer,AC Schnitzer M3,暂无,中型车,三厢 ,3.0T ,湿式双离合 ,燃油汽车,109.00万,停售,https://car.autohome.com.cn/price/series-3895-0-3.html#pvareaid=2042206
AC Schnitzer,AC Schnitzer X5,暂无,中大型SUV,SUV ,3.0T ,手自一体 ,燃油汽车,110.00万,停售,https://car.autohome.com.cn/price/series-2097-0-3.html#pvareaid=2042206
AITO,问界M5,暂无,中型SUV,150公里,1.5T ,"快充0.75小时,慢充5小时",新能源,24.98-31.98万,在售,https://car.autohome.com.cn/price/series-6388.html#pvareaid=2042206
ALPINA,ALPINA B4,暂无,中型车,硬顶跑车 ,3.0T ,手自一体 ,燃油汽车,109.80万,停售,https://car.autohome.com.cn/price/series-4212-0-3.html#pvareaid=2042206
ARCFOX极狐,极狐 阿尔法S(ARCFOX αS),4.50,中大型车,525-708公里,218-435马力,"快充0.5小时,慢充15.5小时",新能源,25.19-34.49万,在售,https://car.autohome.com.cn/price/series-5824.html#pvareaid=2042206
ARCFOX极狐,极狐 阿尔法T(ARCFOX αT),4.53,中型SUV,480-653公里,218-435马力,"快充0.43小时,慢充15.5小时",新能源,24.19-31.99万,在售,https://car.autohome.com.cn/price/series-5590.html#pvareaid=2042206
Aspark,Aspark Owl,暂无,跑车,无,无,无,燃油汽车,暂无报价,在售,https://car.autohome.com.cn/price/series-5514.html#pvareaid=2042206
AUXUN傲旋,傲旋,暂无,中大型MPV,MPV ,2.0T ,手自一体 ,燃油汽车,108.00-158.00万,在售,https://car.autohome.com.cn/price/series-5329.html#pvareaid=2042206
阿尔法・罗密欧,Giulia,4.53,中型车,三厢 ,2.0T 2.9T ,手自一体 ,燃油汽车,31.98-125.98万,停售,https://car.autohome.com.cn/price/series-3825-0-3.html#pvareaid=2042206
阿尔法・罗密欧,Stelvio,4.54,中型SUV,SUV ,2.0T 2.9T ,手自一体 ,燃油汽车,39.98-127.98万,停售,https://car.autohome.com.cn/price/series-4196-0-3.html#pvareaid=2042206
阿尔法・罗密欧,阿尔法・罗密欧156,暂无,中型车,三厢 ,2.0L ,手自一体 ,燃油汽车,35.00万,停售,https://car.autohome.com.cn/price/series-179-0-3.html#pvareaid=2042206
阿尔法・罗密欧,阿尔法・罗密欧GT,暂无,跑车,硬顶跑车 ,3.2L ,手自一体 ,燃油汽车,40.00万,停售,https://car.autohome.com.cn/price/series-401-0-3.html#pvareaid=2042206
阿斯顿・马丁,阿斯顿・马丁DBX,暂无,中大型SUV,SUV ,4.0T ,手自一体 ,燃油汽车,212.80-319.80万,停售,https://car.autohome.com.cn/price/series-3742-0-3.html#pvareaid=2042206
阿斯顿・马丁,V8 Vantage,暂无,跑车,软顶敞篷车 硬顶跑车 ,4.0T 4.3L 4.7L ,手自一体 手动 ,燃油汽车,181.80-318.00万,停售,https://car.autohome.com.cn/price/series-385-0-3.html#pvareaid=2042206
阿斯顿・马丁,阿斯顿・马丁DB11,暂无,跑车,软顶敞篷车 硬顶跑车 ,4.0T 5.2T ,手自一体 ,燃油汽车,220.80-329.80万,停售,https://car.autohome.com.cn/price/series-3891-0-3.html#pvareaid=2042206
阿斯顿・马丁,阿斯顿・马丁DBS,暂无,跑车,软顶敞篷车 硬顶跑车 ,5.2T 6.0L ,手自一体 手动 ,燃油汽车,366.80-518.00万,停售,https://car.autohome.com.cn/price/series-582-0-3.html#pvareaid=2042206
阿斯顿・马丁,Rapide,暂无,大型车,掀背 ,6.0L ,手自一体 ,燃油汽车,279.80-428.00万,停售,https://car.autohome.com.cn/price/series-923-0-3.html#pvareaid=2042206
阿斯顿・马丁,拉共达Taraf,暂无,大型车,三厢 ,6.0L ,手自一体 ,燃油汽车,810.00万,停售,https://car.autohome.com.cn/price/series-884-0-3.html#pvareaid=2042206
阿斯顿・马丁,V12 Vantage,暂无,跑车,软顶敞篷车 硬顶跑车 ,6.0L ,手自一体 手动 ,燃油汽车,288.00-389.38万,停售,https://car.autohome.com.cn/price/series-822-0-3.html#pvareaid=2042206
阿斯顿・马丁,阿斯顿・马丁DB9,暂无,跑车,软顶敞篷车 硬顶跑车 ,6.0L ,手动 手自一体 ,燃油汽车,143.00-438.00万,停售,https://car.autohome.com.cn/price/series-266-0-3.html#pvareaid=2042206
阿斯顿・马丁,Vanquish,暂无,跑车,软顶敞篷车 硬顶跑车 ,6.0L ,手动 自动 ,燃油汽车,193.00-628.00万,停售,https://car.autohome.com.cn/price/series-386-0-3.html#pvareaid=2042206
阿斯顿・马丁,V12 Zagato,暂无,跑车,硬顶跑车 ,6.0L ,手动 ,燃油汽车,1200.00万,停售,https://car.autohome.com.cn/price/series-2846-0-3.html#pvareaid=2042206
阿斯顿・马丁,Virage,暂无,跑车,软顶敞篷车 硬顶跑车 ,6.0L ,手自一体 ,燃油汽车,430.00-456.00万,停售,https://car.autohome.com.cn/price/series-2275-0-3.html#pvareaid=2042206
阿斯顿・马丁,Valhalla,暂无,跑车,无,无,无,燃油汽车,暂无报价,即将销售,https://car.autohome.com.cn/price/series-5146.html#pvareaid=2042206
爱驰,爱驰U5,4.65,中型SUV,403-623公里,190马力,"快充0.45小时,慢充10.5小时",新能源,19.79-29.21万,停售,https://car.autohome.com.cn/price/series-4769-0-3.html#pvareaid=2042206
爱驰,爱驰U6,暂无,中型SUV,503-650公里,218马力,"快充0.45小时,慢充14.5小时",新能源,暂无报价,即将销售,https://car.autohome.com.cn/price/series-5642.html#pvareaid=2042206
安徽猎豹,嘉远KOMI,暂无,微型车,161-322公里,27-41马力,无,新能源,4.58-6.78万,在售,https://car.autohome.com.cn/price/series-6392.html#pvareaid=2042206
奥迪,奥迪A3,4.53,紧凑型车,两厢 三厢 ,1.4T 1.8T 2.0T ,干式双离合 湿式双离合 手动 ,燃油汽车,18.49-29.67万,停售,https://car.autohome.com.cn/price/series-3170-0-3.html#pvareaid=2042206
奥迪,奥迪A4L,4.51,中型车,三厢 ,1.4T 1.8T 2.0T ...,湿式双离合 无级 手动 手自一体 ,燃油汽车,27.28-57.81万,停售,https://car.autohome.com.cn/price/series-692-0-3.html#pvareaid=2042206
奥迪,奥迪A6L,4.55,中大型车,三厢 ,1.8T 2.0T 2.4L ...,湿式双离合 无级 手动 手自一体 ,燃油汽车,34.30-85.63万,停售,https://car.autohome.com.cn/price/series-18-0-3.html#pvareaid=2042206
奥迪,奥迪A6L新能源,4.59,中大型车,50公里,2.0T ,"快充2.3小时,慢充8.5小时",新能源,45.48万,停售,https://car.autohome.com.cn/price/series-4526-0-3.html#pvareaid=2042206
奥迪,奥迪Q2L,4.55,小型SUV,SUV ,1.4T ,干式双离合 ,燃油汽车,21.77-26.85万,停售,https://car.autohome.com.cn/price/series-4871-0-3.html#pvareaid=2042206
奥迪,奥迪Q2L e-tron,暂无,小型SUV,265公里,136马力,"快充0.6小时,慢充17小时",新能源,22.68-23.73万,停售,https://car.autohome.com.cn/price/series-5240-0-3.html#pvareaid=2042206
奥迪,奥迪Q3,4.55,紧凑型SUV,SUV ,1.4T 2.0T ,手动 湿式双离合 ,燃油汽车,23.42-42.88万,停售,https://car.autohome.com.cn/price/series-2951-0-3.html#pvareaid=2042206
奥迪,奥迪Q3 Sportback,4.50,紧凑型SUV,SUV跨界车 ,1.4T 2.0T ,湿式双离合 ,燃油汽车,28.73-36.18万,停售,https://car.autohome.com.cn/price/series-5933-0-3.html#pvareaid=2042206
奥迪,奥迪Q5L,4.55,中型SUV,SUV ,2.0T ,湿式双离合 ,燃油汽车,38.28-49.80万,停售,https://car.autohome.com.cn/price/series-4851-0-3.html#pvareaid=2042206
奥迪,奥迪Q5L Sportback,暂无,中型SUV,SUV跨界车 ,2.0T ,湿式双离合 ,燃油汽车,42.68-49.99万,停售,https://car.autohome.com.cn/price/series-5912-0-3.html#pvareaid=2042206
奥迪,奥迪A4,暂无,中型车,三厢 ,1.8T 2.0T 2.4L ...,手动 手自一体 无级 ,燃油汽车,27.49-56.65万,停售,https://car.autohome.com.cn/price/series-19-0-3.html#pvareaid=2042206
奥迪,奥迪A6,暂无,中大型车,三厢 ,1.8L 1.8T 2.4L ...,无级 手自一体 手动 ,燃油汽车,30.80-54.17万,停售,https://car.autohome.com.cn/price/series-509-0-3.html#pvareaid=2042206
奥迪,奥迪Q5,暂无,中型SUV,SUV ,2.0T ,手动 手自一体 湿式双离合 ,燃油汽车,35.85-57.17万,停售,https://car.autohome.com.cn/price/series-812-0-3.html#pvareaid=2042206
奥迪,奥迪RS 4,暂无,中型车,旅行版 ,2.9T ,手自一体 ,燃油汽车,81.28-82.88万,停售,https://car.autohome.com.cn/price/series-2733-0-3.html#pvareaid=2042206
奥迪,奥迪RS 5,暂无,中型车,掀背 软顶敞篷车 硬顶跑车 ,2.9T 4.2L ,手自一体 湿式双离合 ,燃油汽车,83.68-128.80万,停售,https://car.autohome.com.cn/price/series-2735-0-3.html#pvareaid=2042206
奥迪,奥迪A7L,暂无,中大型车,三厢 ,2.0T 3.0T ,湿式双离合 ,燃油汽车,45.97-77.77万,在售,https://car.autohome.com.cn/price/series-5998.html#pvareaid=2042206
奥迪,奥迪Q5 e-tron,暂无,中大型SUV,520-560公里,204-306马力,无,新能源,39.55-51.00万,在售,https://car.autohome.com.cn/price/series-6336.html#pvareaid=2042206
奥迪,奥迪e-tron,4.54,中大型SUV,465-500公里,313马力,"快充0.67小时,慢充9.5小时",新能源,54.68-64.88万,在售,https://car.autohome.com.cn/price/series-5765.html#pvareaid=2042206
奥迪,奥迪A4(进口),暂无,中型车,无,无,无,燃油汽车,暂无报价,即将销售,https://car.autohome.com.cn/price/series-471.html#pvareaid=2042206
奥迪,奥迪A5,4.53,中型车,掀背 ,2.0T ,湿式双离合 ,燃油汽车,暂无报价,即将销售,https://car.autohome.com.cn/price/series-538.html#pvareaid=2042206
奥迪,奥迪A7,4.52,中大型车,掀背 ,3.0T ,湿式双离合 ,燃油汽车,暂无报价,即将销售,https://car.autohome.com.cn/price/series-740.html#pvareaid=2042206
百智新能源,百智大熊,4.63,微型车,138-181公里,39马力,慢充8小时,新能源,2.78-3.38万,停售,https://car.autohome.com.cn/price/series-6382-0-3.html#pvareaid=2042206
宝骏,宝骏E100,4.25,微型车,155-250公里,39马力,慢充11.5小时,新能源,4.98-10.99万,停售,https://car.autohome.com.cn/price/series-3993-0-3.html#pvareaid=2042206
宝骏,宝骏E200,4.41,微型车,210-250公里,39马力,慢充10小时,新能源,5.48-11.80万,停售,https://car.autohome.com.cn/price/series-4890-0-3.html#pvareaid=2042206
宝骏,宝骏310,4.08,小型车,两厢 ,1.2L 1.5L ,手动 AMT ,燃油汽车,3.68-6.08万,停售,https://car.autohome.com.cn/price/series-4077-0-3.html#pvareaid=2042206
宝骏,宝骏310W,4.17,紧凑型车,旅行版 ,1.2L 1.5L ,手动 AMT ,燃油汽车,4.28-6.98万,停售,https://car.autohome.com.cn/price/series-4392-0-3.html#pvareaid=2042206
宝骏,宝骏RC-5,4.53,紧凑型车,旅行版 ,1.5L 1.5T ,手动 无级 ,燃油汽车,7.28-11.28万,停售,https://car.autohome.com.cn/price/series-5084-0-3.html#pvareaid=2042206
宝骏,宝骏510,4.55,小型SUV,SUV ,1.5L ,AMT 手动 ,燃油汽车,5.08-7.78万,停售,https://car.autohome.com.cn/price/series-4166-0-3.html#pvareaid=2042206
宝骏,宝骏RS-3,4.55,小型SUV,SUV ,1.5L ,手动 无级 ,燃油汽车,7.18-8.98万,停售,https://car.autohome.com.cn/price/series-5373-0-3.html#pvareaid=2042206
宝骏,宝骏530,4.53,紧凑型SUV,SUV ,1.5T 1.8L ,AMT 手动 湿式双离合 无级 ,燃油汽车,7.58-11.58万,停售,https://car.autohome.com.cn/price/series-4587-0-3.html#pvareaid=2042206
宝骏,宝骏RS-5,4.49,紧凑型SUV,SUV ,1.5T ,无级 手动 ,燃油汽车,9.68-13.58万,停售,https://car.autohome.com.cn/price/series-4908-0-3.html#pvareaid=2042206
宝骏,宝骏360,暂无,紧凑型MPV,MPV ,1.5L ,AMT 手动 无级 ,燃油汽车,5.68-8.08万,停售,https://car.autohome.com.cn/price/series-4606-0-3.html#pvareaid=2042206
宝骏,宝骏730,4.71,紧凑型MPV,MPV ,1.5L 1.5T 1.8L ,AMT 手动 湿式双离合 无级 ,燃油汽车,6.08-10.88万,停售,https://car.autohome.com.cn/price/series-3412-0-3.html#pvareaid=2042206
宝骏,宝骏E300,暂无,微型车,305公里,54马力,"快充1小时,慢充5小时",新能源,6.48-8.48万,停售,https://car.autohome.com.cn/price/series-5559-0-3.html#pvareaid=2042206
宝骏,乐驰,暂无,微型车,两厢 ,0.8L 1.0L 1.2L ,自动 手动 ,燃油汽车,3.98-6.28万,停售,https://car.autohome.com.cn/price/series-155-0-3.html#pvareaid=2042206
宝骏,宝骏330,暂无,小型车,三厢 ,1.5L ,手动 ,燃油汽车,5.58-5.98万,停售,https://car.autohome.com.cn/price/series-3774-0-3.html#pvareaid=2042206
宝骏,宝骏610,暂无,紧凑型车,两厢 ,1.5L ,手动 手自一体 ,燃油汽车,5.98-8.58万,停售,https://car.autohome.com.cn/price/series-3343-0-3.html#pvareaid=2042206
宝骏,宝骏KiWi EV,4.47,微型车,305公里,54马力,慢充5小时,新能源,6.98-8.98万,在售,https://car.autohome.com.cn/price/series-6155.html#pvareaid=2042206
宝骏,宝骏Valli,4.47,紧凑型车,旅行版 ,1.5T ,无级 手动 ,燃油汽车,7.98-10.58万,在售,https://car.autohome.com.cn/price/series-6053.html#pvareaid=2042206
宝骏,宝骏RC-6,4.55,中型车,掀背 ,1.5T ,手动 无级 ,燃油汽车,8.48-12.38万,在售,https://car.autohome.com.cn/price/series-5336.html#pvareaid=2042206
宝骏,宝骏RM-5,4.51,紧凑型MPV,MPV ,1.5L 1.5T ,无级 手动 ,燃油汽车,7.88-12.08万,在售,https://car.autohome.com.cn/price/series-5342.html#pvareaid=2042206
宝骏,宝骏RS-7,暂无,中型SUV,SUV ,1.5T ,无级 ,燃油汽车,暂无报价,即将销售,https://car.autohome.com.cn/price/series-5527.html#pvareaid=2042206
宝马,宝马1系,4.48,紧凑型车,三厢 ,1.5T 2.0T ,手自一体 湿式双离合 ,燃油汽车,19.88-31.98万,停售,https://car.autohome.com.cn/price/series-4171-0-3.html#pvareaid=2042206
宝马,宝马3系,4.45,中型车,三厢 ,1.5T 1.6T 2.0L ...,手自一体 手动 ,燃油汽车,28.30-66.20万,停售,https://car.autohome.com.cn/price/series-66-0-3.html#pvareaid=2042206
宝马,宝马5系,4.46,中大型车,三厢 ,2.0L 2.0T 2.2L ...,手自一体 ,燃油汽车,41.26-79.76万,停售,https://car.autohome.com.cn/price/series-65-0-3.html#pvareaid=2042206
宝马,宝马5系新能源,4.50,中大型车,58-95公里,2.0T ,慢充6.8小时,新能源,49.69-69.86万,停售,https://car.autohome.com.cn/price/series-4350-0-3.html#pvareaid=2042206
宝马,宝马X1,暂无,紧凑型SUV,SUV ,1.5T 2.0L 2.0T ,湿式双离合 手动 手自一体 ,燃油汽车,25.90-49.90万,停售,https://car.autohome.com.cn/price/series-2561-0-3.html#pvareaid=2042206
宝马,宝马X1新能源,暂无,紧凑型SUV,60-110公里,1.5T ,慢充7小时,新能源,39.38-39.98万,停售,https://car.autohome.com.cn/price/series-4356-0-3.html#pvareaid=2042206
宝马,宝马X2,4.50,紧凑型SUV,SUV ,1.5T 2.0T ,手自一体 湿式双离合 ,燃油汽车,26.68-32.98万,停售,https://car.autohome.com.cn/price/series-5309-0-3.html#pvareaid=2042206
宝马,宝马iX3,4.53,中型SUV,490-500公里,286马力,"快充0.75小时,慢充7.5小时",新能源,39.99-43.99万,停售,https://car.autohome.com.cn/price/series-5758-0-3.html#pvareaid=2042206
宝马,宝马X3,4.37,中型SUV,SUV ,2.0T ,手自一体 ,燃油汽车,38.98-58.58万,停售,https://car.autohome.com.cn/price/series-4658-0-3.html#pvareaid=2042206
宝马,宝马2系旅行车,暂无,紧凑型车,两厢 ,1.5T 2.0T ,手自一体 ,燃油汽车,21.98-32.98万,停售,https://car.autohome.com.cn/price/series-3941-0-3.html#pvareaid=2042206
宝马,宝马2系,4.33,紧凑型车,软顶敞篷车 硬顶跑车 ,1.5T 2.0T 3.0T ,手自一体 ,燃油汽车,24.98-49.80万,停售,https://car.autohome.com.cn/price/series-3230-0-3.html#pvareaid=2042206
宝马,宝马4系,4.00,中型车,掀背 硬顶敞篷车 软顶敞篷车 硬顶跑车 ,2.0T 3.0T ,手自一体 ,燃油汽车,35.98-83.00万,停售,https://car.autohome.com.cn/price/series-2968-0-3.html#pvareaid=2042206
宝马,宝马5系(进口),4.71,中大型车,三厢 旅行版 ,2.0T 2.5L 3.0L ...,手自一体 ,燃油汽车,41.99-128.00万,停售,https://car.autohome.com.cn/price/series-202-0-3.html#pvareaid=2042206
宝马,宝马6系GT,4.48,中大型车,掀背 ,2.0T 3.0T ,手自一体 ,燃油汽车,58.39-79.99万,停售,https://car.autohome.com.cn/price/series-4472-0-3.html#pvareaid=2042206
宝马,宝马7系,4.32,大型车,三厢 ,2.0T 3.0L 3.0T ...,手自一体 ,燃油汽车,80.80-329.80万,停售,https://car.autohome.com.cn/price/series-153-0-3.html#pvareaid=2042206
宝马,宝马i4,暂无,中型车,560-625公里,340-544马力,"快充0.77小时,慢充8.25小时",新能源,44.99-53.99万,在售,https://car.autohome.com.cn/price/series-5480.html#pvareaid=2042206
宝马,宝马X5,暂无,中大型SUV,SUV ,2.0T 3.0T ,手自一体 ,燃油汽车,暂无报价,即将销售,https://car.autohome.com.cn/price/series-6548.html#pvareaid=2042206
宝骐汽车,帅骐,暂无,微卡,无,33马力,慢充10小时,新能源,9.98万,在售,https://car.autohome.com.cn/price/series-5036.html#pvareaid=2042206
宝沃,宝沃BX3,暂无,小型SUV,SUV ,1.4T ,手动 手自一体 ,燃油汽车,9.68-13.08万,停售,https://car.autohome.com.cn/price/series-4857-0-3.html#pvareaid=2042206
宝沃,宝沃BX5,暂无,紧凑型SUV,SUV ,1.4T 1.8T 2.0T ,手自一体 手动 ,燃油汽车,12.38-21.98万,停售,https://car.autohome.com.cn/price/series-4046-0-3.html#pvareaid=2042206
宝沃,宝沃BX6,暂无,紧凑型SUV,SUV跨界车 ,2.0T ,手自一体 ,燃油汽车,18.28-19.98万,停售,https://car.autohome.com.cn/price/series-4520-0-3.html#pvareaid=2042206
宝沃,宝沃BX7,暂无,中型SUV,SUV ,2.0T ,手自一体 ,燃油汽车,16.98-32.68万,停售,https://car.autohome.com.cn/price/series-3913-0-3.html#pvareaid=2042206
宝沃,宝沃BXi7,暂无,中型SUV,308公里,242马力,"快充0.5小时,慢充8小时",新能源,35.88-37.88万,停售,https://car.autohome.com.cn/price/series-4403-0-3.html#pvareaid=2042206
保时捷,Taycan,4.39,中大型车,407-450公里,408-762马力,"快充1.55小时,慢充9小时",新能源,88.80-179.80万,停售,https://car.autohome.com.cn/price/series-4867-0-3.html#pvareaid=2042206
保时捷,Panamera,4.19,大型车,掀背 旅行版 ,2.9T 3.0T 3.6L ...,湿式双离合 手自一体 ,燃油汽车,97.30-407.20万,停售,https://car.autohome.com.cn/price/series-703-0-3.html#pvareaid=2042206
保时捷,Panamera新能源,3.89,大型车,49-59公里,2.9T 3.0T 4.0T ,无,新能源,116.80-248.30万,停售,https://car.autohome.com.cn/price/series-4322-0-3.html#pvareaid=2042206
保时捷,Macan,暂无,中型SUV,SUV ,2.0T 2.9T 3.0T ...,湿式双离合 ,燃油汽车,53.10-102.80万,停售,https://car.autohome.com.cn/price/series-2838-0-3.html#pvareaid=2042206
保时捷,Cayenne,4.39,中大型SUV,SUV ,2.9T 3.0T 3.2L ...,手自一体 手动 ,燃油汽车,79.00-283.90万,停售,https://car.autohome.com.cn/price/series-172-0-3.html#pvareaid=2042206
保时捷,Cayenne新能源,4.35,中大型SUV,36-51公里,2.0T 3.0T ,慢充3.5小时,新能源,92.30-114.80万,停售,https://car.autohome.com.cn/price/series-4324-0-3.html#pvareaid=2042206
保时捷,保时捷718,3.75,跑车,软顶敞篷车 硬顶跑车 ,2.0T 2.5T ,湿式双离合 ,燃油汽车,54.50-89.50万,停售,https://car.autohome.com.cn/price/series-4175-0-3.html#pvareaid=2042206
保时捷,保时捷911,4.35,跑车,软顶敞篷车 硬顶跑车 ,3.0T 3.4L 3.6L ...,湿式双离合 手自一体 手动 ,燃油汽车,119.70-389.80万,停售,https://car.autohome.com.cn/price/series-162-0-3.html#pvareaid=2042206
保时捷,918 Spyder,暂无,跑车,31公里,4.6L ,无,新能源,1338.8-1463.5万,停售,https://car.autohome.com.cn/price/series-2073-0-3.html#pvareaid=2042206
保时捷,Boxster,暂无,跑车,软顶敞篷车 ,2.7L 2.9L 3.2L ...,手自一体 手动 湿式双离合 ,燃油汽车,67.00-107.20万,停售,https://car.autohome.com.cn/price/series-168-0-3.html#pvareaid=2042206
保时捷,Cayman,暂无,跑车,硬顶跑车 ,2.7L 2.9L 3.4L ,手自一体 手动 湿式双离合 ,燃油汽车,72.70-114.80万,停售,https://car.autohome.com.cn/price/series-415-0-3.html#pvareaid=2042206
北京,北京BJ40,4.51,紧凑型SUV,SUV ,2.0T 2.3T 2.4L ,手自一体 手动 ,燃油汽车,12.98-20.98万,停售,https://car.autohome.com.cn/price/series-623-0-3.html#pvareaid=2042206
北京,北京BJ80,4.50,中大型SUV,SUV ,2.3T 2.8T 3.0T ,手自一体 手动 ,燃油汽车,28.30-43.80万,停售,https://car.autohome.com.cn/price/series-2852-0-3.html#pvareaid=2042206
北京,北京BJ90,暂无,大型SUV,SUV ,3.0T 4.0T ,手自一体 ,燃油汽车,69.80-128.80万,停售,https://car.autohome.com.cn/price/series-3972-0-3.html#pvareaid=2042206
北京,北京F40,暂无,皮卡,皮卡 ,2.3T ,自动 ,燃油汽车,14.98万,停售,https://car.autohome.com.cn/price/series-5338-0-3.html#pvareaid=2042206
北京,北京BJ20,暂无,紧凑型SUV,SUV ,1.5T ,无级 手动 ,燃油汽车,9.68-13.98万,停售,https://car.autohome.com.cn/price/series-3800-0-3.html#pvareaid=2042206
北京,北京BJ30,暂无,紧凑型SUV,SUV ,1.5T ,手自一体 ,燃油汽车,10.58-12.58万,在售,https://car.autohome.com.cn/price/series-5771.html#pvareaid=2042206
北京汽车,北京EU5,4.49,紧凑型车,416-501公里,218马力,"快充0.5小时,慢充10小时",新能源,12.99-17.19万,停售,https://car.autohome.com.cn/price/series-5058-0-3.html#pvareaid=2042206
北京汽车,北京U5,暂无,紧凑型车,三厢 ,1.5L ,无级 手动 ,燃油汽车,6.99-8.69万,停售,https://car.autohome.com.cn/price/series-5652-0-3.html#pvareaid=2042206
北京汽车,北京U7,4.47,中型车,三厢 ,1.5T ,手动 无级 ,燃油汽车,7.99-12.29万,停售,https://car.autohome.com.cn/price/series-4987-0-3.html#pvareaid=2042206
北京汽车,北京X3,4.51,小型SUV,SUV ,1.5L 1.5T ,手动 无级 自动 ,燃油汽车,4.99-9.59万,停售,https://car.autohome.com.cn/price/series-5261-0-3.html#pvareaid=2042206
北京汽车,北京X5,暂无,紧凑型SUV,SUV ,1.5T ,无级 ,燃油汽车,9.99-11.99万,停售,https://car.autohome.com.cn/price/series-5803-0-3.html#pvareaid=2042206
北京汽车,北京X7,4.52,紧凑型SUV,SUV ,1.5T ,湿式双离合 ,燃油汽车,12.69万,停售,https://car.autohome.com.cn/price/series-5624-0-3.html#pvareaid=2042206
北京汽车,北京汽车E系列,暂无,小型车,两厢 三厢 ,1.3L 1.5L ,手动 自动 ,燃油汽车,4.58-8.78万,停售,https://car.autohome.com.cn/price/series-2252-0-3.html#pvareaid=2042206
北京汽车,绅宝D20,暂无,小型车,两厢 三厢 两厢跨界车 ,1.3L 1.5L ,自动 手动 ,燃油汽车,4.88-8.28万,停售,https://car.autohome.com.cn/price/series-3557-0-3.html#pvareaid=2042206
北京汽车,绅宝CC,暂无,紧凑型车,三厢 ,1.8T 2.0T ,手动 手自一体 ,燃油汽车,9.98-14.98万,停售,https://car.autohome.com.cn/price/series-3794-0-3.html#pvareaid=2042206
北京汽车,绅宝D50,暂无,紧凑型车,三厢 ,1.5L 1.5T ,无级 手动 ,燃油汽车,6.79-11.98万,停售,https://car.autohome.com.cn/price/series-2791-0-3.html#pvareaid=2042206
北京汽车,绅宝D60,暂无,紧凑型车,三厢 ,1.8T ,手自一体 手动 ,燃油汽车,11.98-16.88万,停售,https://car.autohome.com.cn/price/series-3427-0-3.html#pvareaid=2042206
北京汽车,绅宝D70,暂无,中型车,三厢 ,1.8T 2.0T 2.3T ,手自一体 ,燃油汽车,13.98-21.58万,停售,https://car.autohome.com.cn/price/series-2787-0-3.html#pvareaid=2042206
北京汽车,绅宝D80,暂无,中大型车,三厢 ,1.8T 2.0T 2.3T ,手自一体 ,燃油汽车,20.48-26.88万,停售,https://car.autohome.com.cn/price/series-3673-0-3.html#pvareaid=2042206
北京汽车,绅宝X25,暂无,小型SUV,SUV ,1.5L ,手动 自动 ,燃油汽车,5.58-7.58万,停售,https://car.autohome.com.cn/price/series-3839-0-3.html#pvareaid=2042206
北京汽车,绅宝X35,暂无,小型SUV,SUV ,1.5L ,手动 自动 ,燃油汽车,6.58-8.88万,停售,https://car.autohome.com.cn/price/series-3928-0-3.html#pvareaid=2042206
北京汽车,北京EU5 PLUS,暂无,紧凑型车,416-501公里,163马力,"快充0.5小时,慢充10小时",新能源,12.99-14.99万,在售,https://car.autohome.com.cn/price/series-6172.html#pvareaid=2042206
北京汽车,北京U5 PLUS,暂无,紧凑型车,三厢 ,1.5L 1.5T ,手动 无级 ,燃油汽车,6.99-10.09万,在售,https://car.autohome.com.cn/price/series-6173.html#pvareaid=2042206
北京汽车,北京EU7,4.48,中型车,451-475公里,218马力,"快充0.5小时,慢充10小时",新能源,15.99-17.59万,在售,https://car.autohome.com.cn/price/series-5189.html#pvareaid=2042206
北京汽车,北京EX3,4.31,小型SUV,421-501公里,218马力,"快充0.5小时,慢充10小时",新能源,11.99-16.39万,在售,https://car.autohome.com.cn/price/series-5021.html#pvareaid=2042206
北京汽车,北京EX5,4.50,紧凑型SUV,415公里,218马力,"快充0.5小时,慢充10.5小时",新能源,16.99-19.99万,在售,https://car.autohome.com.cn/price/series-5022.html#pvareaid=2042206
北京汽车,北京X7 PHEV,暂无,紧凑型SUV,83公里,1.5T ,慢充3小时,新能源,18.49-21.69万,在售,https://car.autohome.com.cn/price/series-5791.html#pvareaid=2042206
北汽昌河,北汽EC100,暂无,微型车,100-165公里,41马力,慢充8小时,新能源,4.58-9.98万,停售,https://car.autohome.com.cn/price/series-4409-0-3.html#pvareaid=2042206
北汽昌河,北汽EV2,暂无,微型车,80-103公里,18马力,慢充5.5小时,新能源,3.58-4.10万,停售,https://car.autohome.com.cn/price/series-5457-0-3.html#pvareaid=2042206
北汽昌河,北汽昌河A6,暂无,紧凑型车,三厢 ,1.5L ,无级 手动 ,燃油汽车,6.98-9.98万,停售,https://car.autohome.com.cn/price/series-4506-0-3.html#pvareaid=2042206
北汽昌河,北汽昌河M50S,暂无,微面,客车 ,1.4L 1.5L ,手动 ,燃油汽车,3.98-5.78万,停售,https://car.autohome.com.cn/price/series-3640-0-3.html#pvareaid=2042206
北汽昌河,福瑞达K21,暂无,微卡,货车 ,1.2L 1.5L ,手动 ,燃油汽车,3.69-4.88万,停售,https://car.autohome.com.cn/price/series-4141-0-3.html#pvareaid=2042206
北汽昌河,福瑞达K22,暂无,微卡,货车 ,1.2L 1.5L ,手动 ,燃油汽车,3.94-5.13万,停售,https://car.autohome.com.cn/price/series-4142-0-3.html#pvareaid=2042206
